title;url;rating;num_reviews;num_students;duration;level;platform;instructor
Mastering Healthcare Management: Principles, Leadership;https://www.udemy.com/course/mastering-healthcare-management-principles-leadership/;4.8;8;0;2.5 hours;All Levels;Udemy;ISO Horizon
Machine Learning in Healthcare (no coding required!);https://www.udemy.com/course/machine-learning-in-healthcare-no-coding-required/;4.3;815;0;3.0 hours;Intermediate;Udemy;Eddie Jay
Certificate in Health Care Quality Assurance and Management;https://www.udemy.com/course/certificate-in-health-care-quality-assurance-and-management/;4.1;181;0;5.5 hours;All Levels;Udemy;Billiard Training Academy
US Healthcare System-Payors: Commercial, Medicare, Medicaid;https://www.udemy.com/course/us-payors-commercial-medicare-medicaid/;4.6;240;0;1.5 hours;Beginner;Udemy;Eddie Jay
Nurse Aide Certification Course (CNA Program);https://www.udemy.com/course/nurse-aide-certification-course-cna-program/;4.9;18;0;19.5 hours;All Levels;Udemy;Dr. Udochi Precious Anosike
Master Full-Stack Web Development with Laravel & PHP;https://www.coursera.org/learn/laravel-framework-and-php;4.2;190;0;Course · 1 - 4 Weeks;Intermediate;Coursera;Board Infinity
Fundamentals of Web Development;https://www.coursera.org/learn/illinois-tech-fundamentals-of-web-development;4.6;18;0;Course · 1 - 3 Months;Beginner;Coursera;Illinois Tech
Biology Meets Programming: Bioinformatics for Beginners;https://www.coursera.org/learn/bioinformatics;4.2;1600;0;Course · 1 - 4 Weeks;Beginner;Coursera;University of California San Diego
Programación en Python;https://www.coursera.org/learn/programacion-python;4.5;211;0;Course · 1 - 4 Weeks;Beginner;Coursera;Universidad de los Andes
Hello, Python!;https://www.coursera.org/learn/google-hello-python;4.8;65;0;Course · 1 - 4 Weeks;Beginner;Coursera;Google
Automate Cybersecurity Tasks with Python;https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python;4.8;3500;0;Course · 1 - 4 Weeks;Beginner;Coursera;Google
Advanced Python Development Techniques;https://www.coursera.org/learn/microsoft-advanced-python-development-techniques;4.5;20;0;Course · 1 - 3 Months;Beginner;Coursera;Microsoft
Java Programming and Software Engineering Fundamentals;https://www.coursera.org/specializations/java-programming;4.6;22000;0;Specialization · 3 - 6 Months;Beginner;Coursera;Duke University
Coding for Everyone: C and C++;https://www.coursera.org/specializations/coding-for-everyone;4.5;9600;0;Specialization · 3 - 6 Months;Beginner;Coursera;University of California, Santa Cruz
Introduction to Web Development;https://www.coursera.org/learn/web-development;4.7;3700;0;Course · 1 - 4 Weeks;Beginner;Coursera;University of California, Davis
Microsoft Full-Stack Developer;https://www.coursera.org/professional-certificates/microsoft-full-stack-developer;4.6;367;0;Professional Certificate · 3 - 6 Months;Beginner;Coursera;Microsoft
Web Development Fundamentals;https://www.coursera.org/learn/web-development-fundamentals;3.5;6;0;Course · 1 - 3 Months;Beginner;Coursera;Microsoft
IBM Full Stack Software Developer;https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer;4.6;60000;0;Professional Certificate · 3 - 6 Months;Beginner;Coursera;IBM
HTML, CSS, and Javascript for Web Developers;https://www.coursera.org/specializations/html-css-javascript-for-web-developers;4.7;17000;0;Specialization · 1 - 3 Months;Beginner;Coursera;Johns Hopkins University
Web Design for Everybody: Basics of Web Development & Coding;https://www.coursera.org/specializations/web-design;4.7;35000;0;Specialization · 3 - 6 Months;Beginner;Coursera;University of Michigan
Full Stack Web Development;https://www.coursera.org/learn/fullstack-web-development;4.1;43;0;Course · 1 - 4 Weeks;Beginner;Coursera;Amazon
Excel Fundamentals for Healthcare;https://www.udemy.com/course/excel-fundamentals-for-healthcare/;4.5;60;0;2.5 hours;Beginner;Udemy;Alex Evans, PharmD, MBA
Revenue Cycle and Healthcare Finance - Rev Cycle Ready;https://www.udemy.com/course/revenue-cycle-and-healthcare-finance/;4.7;1580;0;4.0 hours;Beginner;Udemy;Johnny Holmgren, Curtis Norman
Meta Full Stack Developer: Front-End & Back-End from Scratch;https://www.coursera.org/specializations/meta-full-stack-developer;4.7;25000;0;Specialization · 3 - 6 Months;Beginner;Coursera;Meta
Introduction to Front-End Development;https://www.coursera.org/learn/introduction-to-front-end-development;4.8;14000;0;Course · 1 - 4 Weeks;Beginner;Coursera;Meta
Introduction to HTML, CSS, & JavaScript;https://www.coursera.org/learn/introduction-html-css-javascript;4.4;792;0;Course · 1 - 4 Weeks;Beginner;Coursera;IBM
R Programming;https://www.coursera.org/learn/r-programming;4.5;22000;0;Course · 1 - 4 Weeks;Intermediate;Coursera;Johns Hopkins University
Introduction to Programming with MATLAB;https://www.coursera.org/learn/matlab;4.8;18000;0;Course · 1 - 3 Months;Beginner;Coursera;Vanderbilt University
Web Development for Beginners;https://www.coursera.org/specializations/webdevelopmentforbeginners;4.7;3700;0;Specialization · 3 - 6 Months;Beginner;Coursera;University of California, Davis
Build a Full Website using WordPress;https://www.coursera.org/projects/build-a-full-website-using-wordpress;4.4;4300;0;Guided Project · Less Than 2 Hours;Advanced;Coursera;Coursera
Meta Web Development Fundamentals;https://www.coursera.org/specializations/meta-web-development-fundamentals;4.7;17000;0;Specialization · 3 - 6 Months;Beginner;Coursera;Meta
Full-Stack Web Development: PHP, HTML, CSS & JavaScript;https://www.coursera.org/specializations/full-stack-web-development-php-html-css-and-js;4.5;22;0;Specialization · 1 - 3 Months;Beginner;Coursera;Board Infinity
Build a free website with WordPress;https://www.coursera.org/projects/build-free-website-wordpress;4.5;2400;0;Guided Project · Less Than 2 Hours;Intermediate;Coursera;Coursera
IBM Full-Stack JavaScript Developer;https://www.coursera.org/professional-certificates/ibm-full-stack-javascript-developer;4.6;9100;0;Professional Certificate · 3 - 6 Months;Beginner;Coursera;IBM
IBM Front-End Developer;https://www.coursera.org/professional-certificates/ibm-frontend-developer;4.6;8200;0;Professional Certificate · 3 - 6 Months;Beginner;Coursera;IBM
Introduction to Web Development with HTML, CSS, JavaScript;https://www.coursera.org/learn/introduction-to-web-development-with-html-css-javacript;4.6;2300;0;Course · 1 - 3 Months;Beginner;Coursera;IBM
Web Development with Python;https://www.coursera.org/learn/microsoft-web-development-with-python;4.1;18;0;Course · 1 - 3 Months;Beginner;Coursera;Microsoft
Web Development in React.js: Development Basics;https://www.coursera.org/projects/rudi-hinds-web-development-in-reactjs-development-basics;4.3;13;0;Guided Project · Less Than 2 Hours;Intermediate;Coursera;Coursera
Getting Started with Front-End and Web Development;https://www.coursera.org/learn/getting-started-with-front-end-and-web-development;4.6;404;0;Course · 1 - 3 Months;Beginner;Coursera;IBM
Build a Website using an API with HTML, JavaScript, and JSON;https://www.coursera.org/projects/showcase-build-a-website-api-html-javascript-json;4.2;40;0;Guided Project · Less Than 2 Hours;Intermediate;Coursera;Coursera
Full Stack Web Development en Español;https://www.coursera.org/specializations/fullstack-web-development-espanol;4.2;817;0;Specialization · 3 - 6 Months;Beginner;Coursera;Universidad Austral
Generative AI for Web Development;https://www.coursera.org/specializations/generative-ai-for-web-development;4.4;179;0;Specialization · 1 - 3 Months;Intermediate;Coursera;Scrimba
JavaScript for Web Development;https://www.coursera.org/learn/javascript-for-web-development;4.5;14;0;Course · 1 - 4 Weeks;Intermediate;Coursera;Board Infinity
Spring Boot Web Development with Java;https://www.coursera.org/specializations/spring-boot-web-development-with-java;4.6;60;0;Specialization · 3 - 6 Months;Beginner;Coursera;EDUCBA
The Full Stack;https://www.coursera.org/learn/the-full-stack;4.6;234;0;Course · 1 - 3 Months;Intermediate;Coursera;Meta
Modern Web Development Specialization;https://www.coursera.org/specializations/modern-web-development-specialization;4.9;165;0;Specialization · 3 - 6 Months;Intermediate;Coursera;EDUCBA
The Art of Doing - Web Development for Beginners;https://www.coursera.org/specializations/the-art-of-doing-web-development-for-beginners;5.0;7;0;Specialization · 1 - 3 Months;Beginner;Coursera;Packt
Build a Portfolio Website with HTML, CSS, and JavaScript;https://www.coursera.org/projects/showcase-build-a-portfolio-website-html-css-javascript;4.3;129;0;Guided Project · Less Than 2 Hours;Intermediate;Coursera;Coursera
Front-End Web Development for Beginners;https://www.coursera.org/specializations/uw-html;4.6;20;0;Specialization · 1 - 3 Months;Beginner;Coursera;University of Washington
End-to-End Web Development: UI, Databases, APIs;https://www.coursera.org/specializations/end-to-end-web-development;5.0;6;0;Specialization · 1 - 3 Months;Intermediate;Coursera;Board Infinity
Healthcare IT Decoded - Domain Basics;https://www.udemy.com/course/healthcare-decoded/;4.3;503;0;8.5 hours;Beginner;Udemy;Harish Rijhwani
Nursing Assistant (CNA) Certification Diploma;https://www.udemy.com/course/nursing-assistant-cna-certification/;4.6;80;0;6.0 hours;All Levels;Udemy;Care Skills Academy
Medical Billing & Coding Diploma | Accredited;https://www.udemy.com/course/medical-billing-coding/;4.5;353;0;5.0 hours;All Levels;Udemy;Bespoke Learning Solutions
Home Health Aide, Nurse Aide, Caregiver Certification Course;https://www.udemy.com/course/home-health-aide-nurse-aide-caregiver-certification-course/;4.6;3264;0;10.0 hours;All Levels;Udemy;Dr. Udochi Precious Anosike
Diploma in Healthcare Administration,Management & Leadership;https://www.udemy.com/course/certificate-in-healthcare-management/;4.4;576;0;13.5 hours;All Levels;Udemy;HeartbeatsZ Academy, UK
HL7 FHIR Mastery: A Course for Newbies and Pros;https://www.udemy.com/course/hl7-fhir-mastery-a-course-for-newbies-and-pros/;4.4;1270;0;3.0 hours;Intermediate;Udemy;Shamil Nizamov
SQL for Healthcare;https://www.udemy.com/course/sql-for-healthcare/;4.5;810;0;3.5 hours;Beginner;Udemy;Mark Connolly
Lean Six Sigma for Healthcare;https://www.udemy.com/course/lean-six-sigma-for-healthcare/;4.5;66;0;3.0 hours;All Levels;Udemy;Trevor Lawson
Medical Terminology for Medical Coding, Billing & Healthcare;https://www.udemy.com/course/medical-terminology-basics/;4.4;62;0;5.0 hours;All Levels;Udemy;RCM Academy
The Complete US Medical Billing & Coding Course- 2025;https://www.udemy.com/course/the-complete-us-medical-billing-coding-course/;4.6;581;0;9.5 hours;All Levels;Udemy;Getonto Inc.
Beginners guide to HL7 Standards & HealthIT Interoperability;https://www.udemy.com/course/beginners-guide-to-hl7/;4.4;1568;0;1.5 hours;Beginner;Udemy;HealthTechX Academy - Neel Majumder
AI in Healthcare 2026;https://www.udemy.com/course/healthcare-technology-course-for-medical-professionals/;4.3;39;0;6.0 hours;Intermediate;Udemy;Yasser El Dershaby
Artificial Intelligence (AI) in Healthcare, Plain&Simple;https://www.udemy.com/course/h14-artificial-intelligence-in-healthcare-plain-simple/;4.4;1497;0;2.0 hours;All Levels;Udemy;Thomas Giordano
Getting Started with Healthcare Data Analytics;https://www.udemy.com/course/getting-started-with-healthcare-data-analytics/;4.6;15;0;3.0 hours;Beginner;Udemy;Daisy Yu
Lean Six Sigma in Healthcare Certificate;https://www.udemy.com/course/lean-six-sigma-in-healthcare-certificate/;4.7;110;0;1.5 hours;Beginner;Udemy;Management and Strategy Institute
Certification in Medical Billing (For Beginners);https://www.udemy.com/course/comprehensive-guide-to-medical-billing-for-beginners/;4.6;829;0;3.5 hours;All Levels;Udemy;Syed Omer
Web Application Development with JavaScript and MongoDB;https://www.coursera.org/learn/web-application-development;4.6;615;0;Course · 1 - 3 Months;Mixed;Coursera;University of London
Web Development in React.js: Build a Web App;https://www.coursera.org/projects/rudi-hinds-web-development-in-reactjs-build-a-web-app;4.1;13;0;Guided Project · Less Than 2 Hours;Intermediate;Coursera;Coursera
Intermediate Web and Front-End Development;https://www.coursera.org/learn/intermediate-web-and-front-end-development;4.5;37;0;Course · 1 - 3 Months;Intermediate;Coursera;IBM
Introduction to Generative AI;https://www.coursera.org/learn/introduction-to-generative-ai;4.7;11000;0;Course · 1 - 4 Weeks;Beginner;Coursera;Google Cloud
IBM AI Product Manager;https://www.coursera.org/professional-certificates/ibm-ai-product-manager;4.7;35000;0;Professional Certificate · 3 - 6 Months;Beginner;Coursera;IBM
Web Development in Flask: Build Your First Website;https://www.coursera.org/projects/web-development-in-flask-build-your-first-website;4.6;7;0;Guided Project · Less Than 2 Hours;Intermediate;Coursera;Coursera
Microsoft AI & ML Engineering;https://www.coursera.org/professional-certificates/microsoft-ai-and-ml-engineering;4.6;322;0;Professional Certificate · 3 - 6 Months;Intermediate;Coursera;Microsoft
Fundamentals of Machine Learning and Artificial Intelligence;https://www.coursera.org/learn/fundamentals-of-machine-learning-and-artificial-intelligence;4.6;2600;0;Course · 1 - 4 Weeks;Mixed;Coursera;Amazon Web Services
Generative AI Leader;https://www.coursera.org/professional-certificates/generative-ai-for-leaders;4.7;899;0;Professional Certificate · 3 - 6 Months;Beginner;Coursera;Google Cloud
AI For Business;https://www.coursera.org/specializations/ai-for-business-wharton;4.7;1800;0;Specialization · 3 - 6 Months;Beginner;Coursera;University of Pennsylvania
Google AI Essentials;https://www.coursera.org/specializations/ai-essentials-google;4.8;19000;0;Specialization · 3 - 6 Months;Beginner;Coursera;Google
Introduction to AI;https://www.coursera.org/learn/google-introduction-to-ai;4.8;11000;0;Course · 1 - 4 Weeks;Beginner;Coursera;Google
Introduction to Artificial Intelligence (AI);https://www.coursera.org/learn/introduction-to-ai;4.7;22000;0;Course · 1 - 4 Weeks;Beginner;Coursera;IBM
Web Development with Rust;https://www.coursera.org/learn/web-development-with-rust;3.9;7;0;Course · 1 - 4 Weeks;Intermediate;Coursera;Edureka
Web Development Mastery: HTML, CSS & JavaScript Fundamentals;https://www.coursera.org/learn/web-development-mastery;4.5;11;0;Course · 1 - 4 Weeks;Beginner;Coursera;Board Infinity
Certificate in Health Administration and Management;https://www.udemy.com/course/certificate-in-health-administration-and-management/;4.2;97;0;10.5 hours;All Levels;Udemy;Billiard Training Academy
